,Metric,English,Comments
Density ,7.85 g/cc,0.284 lb/in³,
"Hardness, Brinell  ","262
@Diameter 102 mm","262
@Diameter 4.00 in",
 ,"277
@Diameter 76.2 mm","277
@Diameter 3.00 in",
 ,"306
@Diameter 50.8 mm","306
@Diameter 2.00 in",
 ,"321
@Diameter 25.4 mm","321
@Diameter 1.00 in",
"Hardness, Rockwell B  ","98
@Diameter 102 mm","98
@Diameter 4.00 in",Converted from Brinell
 ,"99
@Diameter 25.4 mm","99
@Diameter 1.00 in",Converted from Brinell
 ,"99
@Diameter 50.8 mm","99
@Diameter 2.00 in",Converted from Brinell
 ,"99
@Diameter 76.2 mm","99
@Diameter 3.00 in",Converted from Brinell
"Hardness, Vickers  ","276
@Diameter 102 mm","276
@Diameter 4.00 in",Converted from Brinell
 ,"292
@Diameter 76.2 mm","292
@Diameter 3.00 in",Converted from Brinell
 ,"323
@Diameter 50.8 mm","323
@Diameter 2.00 in",Converted from Brinell
 ,"339
@Diameter 25.4 mm","339
@Diameter 1.00 in",Converted from Brinell
"Tensile Strength, Yield  ","731 MPa
@Diameter 102 mm","106000 psi
@Diameter 4.00 in",
 ,"786 MPa
@Diameter 76.2 mm","114000 psi
@Diameter 3.00 in",
 ,"834 MPa
@Diameter 50.8 mm","121000 psi
@Diameter 2.00 in",
 ,"945 MPa
@Diameter 25.4 mm","137000 psi
@Diameter 1.00 in",
Modulus of Elasticity ,205 GPa,29700 ksi,Typical for steel
Poissons Ratio ,0.29,0.29,Calculated
Shear Modulus ,80.0 GPa,11600 ksi,Typical for steel.
Electrical Resistivity ,0.0000234 ohm-cm,0.0000234 ohm-cm,Typical steel
Specific Heat Capacity ,0.475 J/g-°C,0.114 BTU/lb-°F,Typical steel
"Carbon, C ",0.39 - 0.46 %,0.39 - 0.46 %,
"Iron, Fe ",96.465 - 97.91 %,96.465 - 97.91 %,As remainder
"Molybdenum, Mo ",0.15 - 0.25 %,0.15 - 0.25 %,
"Phosphorous, P ",<= 0.035 %,<= 0.035 %,
"Sulfur, S ",<= 0.040 %,<= 0.040 %,
"Hardness, Knoop  ","287
@Diameter 102 mm","287
@Diameter 4.00 in",Converted from Brinell
 ,"302
@Diameter 76.2 mm","302
@Diameter 3.00 in",Converted from Brinell
 ,"333
@Diameter 50.8 mm","333
@Diameter 2.00 in",Converted from Brinell
 ,"348
@Diameter 25.4 mm","348
@Diameter 1.00 in",Converted from Brinell
"Hardness, Rockwell C  ","26
@Diameter 102 mm","26
@Diameter 4.00 in",Converted from Brinell
 ,"28
@Diameter 76.2 mm","28
@Diameter 3.00 in",Converted from Brinell
 ,"33
@Diameter 50.8 mm","33
@Diameter 2.00 in",Converted from Brinell
 ,"35
@Diameter 25.4 mm","35
@Diameter 1.00 in",Converted from Brinell
"Tensile Strength, Ultimate  ","896 MPa
@Diameter 102 mm","130000 psi
@Diameter 4.00 in",
 ,"951 MPa
@Diameter 76.2 mm","138000 psi
@Diameter 3.00 in",
 ,"1040 MPa
@Diameter 50.8 mm","151000 psi
@Diameter 2.00 in",
 ,"1095 MPa
@Diameter 25.4 mm","158800 psi
@Diameter 1.00 in",
Elongation at Break  ,"17.2 %
@Diameter 25.4 mm","17.2 %
@Diameter 1.00 in",in 50 mm
 ,"18.2 %
@Diameter 50.8 mm","18.2 %
@Diameter 2.00 in",in 50 mm
 ,"19.7 %
@Diameter 76.2 mm","19.7 %
@Diameter 3.00 in",in 50 mm
 ,"20.6 %
@Diameter 102 mm","20.6 %
@Diameter 4.00 in",in 50 mm
Bulk Modulus ,160 GPa,23200 ksi,Typical for steel.
Machinability ,65 %,65 %,annealed and cold drawn. Based on AISI 1212 steel as 100% machinability.
Thermal Conductivity ,46.6 W/m-K,323 BTU-in/hr-ft²-°F,Typical steel
"Chromium, Cr ",0.35 - 0.65 %,0.35 - 0.65 %,
"Manganese, Mn ",0.70 - 1.05 %,0.70 - 1.05 %,
"Nickel, Ni ",0.35 - 0.75 %,0.35 - 0.75 %,
"Silicon, Si ",0.15 - 0.30 %,0.15 - 0.30 %,
